text,translation,Category
KLM planning to add Bengaluru – Amsterdam flights 3X weekly https://t.co/kFZYM59PRL via @LiveFromALounge https://t.co/WJ4YabUIaF,KLM planning to add Bengaluru – Amsterdam flights 3X weekly https://t.co/kFZYM59PRL via @LiveFromALounge https://t.co/WJ4YabUIaF,in-flight experience
@GoFahr @AmericanAir How cool would it be if @united jumped on board as well.,@GoFahr @AmericanAir How cool would it be if @united jumped on board as well.,seating and boarding challenges
KLM will start flights from Amsterdam to Bangalore. The Dutch airline will fly three times a week to the South-Indi… https://t.co/QOu0C6NePS,KLM will start flights from Amsterdam to Bangalore. The Dutch airline will fly three times a week to the South-Indi… https://t.co/QOu0C6NePS,in-flight experience
"#WorstServiceEver DO NOT FLY EVER AGAIN @AirFranceFR OR @KLM 
How is one person alone supposed to move with two big… https://t.co/s1bmMfhJa1","#WorstServiceEver DO NOT FLY EVER AGAIN @AirFranceFR OR @KLM 
How is one person alone supposed to move with two big… https://t.co/s1bmMfhJa1",customer service complaints
"@British_Airways I wish, we're getting off the plane at the moment, but to be fair the crew have done a decent job of keeping us informed...","@British_Airways I wish, we're getting off the plane at the moment, but to be fair the crew have done a decent job of keeping us informed...",flight information requests
"RT @AlexInAir: New @Lufthansa A321neo cabin — features new sears, tablet holders &amp; USB ports at every seat.  #aviation https://t.co/D4YQDlY…","RT @AlexInAir: New @Lufthansa A321neo cabin — features new sears, tablet holders &amp; USB ports at every seat.  #aviation https://t.co/D4YQDlY…",seating and boarding challenges
@tunengine13 Children under 5 can take two free items with them such as a pram and car seat. You can use the pram a… https://t.co/kyxqnssDsi,@tunengine13 Children under 5 can take two free items with them such as a pram and car seat. You can use the pram a… https://t.co/kyxqnssDsi,seating and boarding challenges
RT @Gaia_Mai_: Alla luce delle vicende del tizio sul volo Ryanair e della mia ansia da adesso in poi quando prenderò un aereo chiederò al m…,RT @Gaia_Mai_: In light of the events of the guy on the Ryanair flight and my anxiety from now on when I take a plane I will ask the m…,in-flight experience
"@kikecomesanha Sorry to hear that, Enrique. If you require any assistance with this please DM us with more info reg… https://t.co/dmab6pEm4u","@kikecomesanha Sorry to hear that, Enrique. If you require any assistance with this please DM us with more info reg… https://t.co/dmab6pEm4u",flight information requests
RT @kenju254: @asemota @British_Airways I don't know why BA and @KLM have these old planes for our routes. Funny my first plane experience…,RT @kenju254: @asemota @British_Airways I don't know why BA and @KLM have these old planes for our routes. Funny my first plane experience…,in-flight experience
@easyJet thanks - i found that on the website - it says we can select our seats before hand - do we still need to pay for this?,@easyJet thanks - i found that on the website - it says we can select our seats before hand - do we still need to pay for this?,seating and boarding challenges
Casi tres horas de vuelo así @easyJet,Almost three hours of flight like this @easyJet,in-flight experience
"@sjokz @McNaroX Ah I see. I love KLM flights. They feed you even on short hauls 😂😂

I personally like Virgin. You g… https://t.co/xJQ6FvoltF","@sjokz @McNaroX Ah I see. I love KLM flights. They feed you even on short hauls 😂😂

I personally like Virgin. You g… https://t.co/xJQ6FvoltF",in-flight experience
@JRAMarLop Let's see how we can help with this. Drop us a DM with as much info as possible and remember to include… https://t.co/lcJEd1TBXz,@JRAMarLop Let's see how we can help with this. Drop us a DM with as much info as possible and remember to include… https://t.co/lcJEd1TBXz,flight information requests
@TresannKremer Let us see how we can help with this. Drop us a DM with as much info as possible please include your… https://t.co/MIQoZMFXo2,@TresannKremer Let us see how we can help with this. Drop us a DM with as much info as possible please include your… https://t.co/MIQoZMFXo2,flight information requests
@pinstripedline @HMSQNLZ A photo of the three bridges spanning the Firth of Forth from @easyJet flight as we depart… https://t.co/cKTqNe4IfL,@pinstripedline @HMSQNLZ A photo of the three bridges spanning the Firth of Forth from @easyJet flight as we depart… https://t.co/cKTqNe4IfL,in-flight experience
@klm pakt na omvallen @jetairways vluchten naar Bangalore op. Colombo wordt gestaakt wegens dalend toerisme… https://t.co/xXyEosaEtC,@klm picks up flights to Bangalore after @jetairways collapse. Colombo is on strike due to declining tourism… https://t.co/xXyEosaEtC,in-flight experience
"@squireknottyash Hi, if you need any assistance please contact us DM. Thank you!
Ale","@squireknottyash Hi, if you need any assistance please contact us DM. Thank you!
Ale",special assistance requests
"Ryanair Boeing 737NG 8AS/W (EI-EBY, #4CA740) as flight #RYR21GU at 38000 ft heading north west bound OTT south west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-EBY, #4CA740) as flight #RYR21GU at 38000 ft heading north west bound OTT south west of #RyanHQ",in-flight experience
"Qantas flight #QFA15 spotted at 16,175 feet! https://t.co/n8046aYEQI","Qantas flight #QFA15 spotted at 16,175 feet! https://t.co/n8046aYEQI",in-flight experience
"Welcome veterans! Another @MMHonorFlight is underway from GRR headed to @Reagan_Airport on @AmericanAir. Thank you,… https://t.co/Rn90lw8zT5","Welcome veterans! Another @MMHonorFlight is underway from GRR headed to @Reagan_Airport on @AmericanAir. Thank you,… https://t.co/Rn90lw8zT5",in-flight experience
@easyJet y con un personal de tierra borde que me obliga a mandar a bodega una maleta llena de material electrónico… https://t.co/LjnFYmufVH,@easyJet and with borderline ground staff that forces me to send a suitcase full of electronic material to the hold… https://t.co/LjnFYmufVH,baggage issues
"@tunengine13 If you are choosing seats, you will need to purchase these. You can do this on manage bookings via:… https://t.co/nuRUSmeKfv","@tunengine13 If you are choosing seats, you will need to purchase these. You can do this on manage bookings via:… https://t.co/nuRUSmeKfv",booking problems
#KLM planning to operate 3x weekly flights on #Bengaluru-#Amsterdam route.,#KLM planning to operate 3x weekly flights on #Bengaluru-#Amsterdam route.,in-flight experience
"RT @rushdatsun: Flight has been delayed due to mechanical, now requires 2 connections and still arrives 7+ hours late. Please help @America…","RT @rushdatsun: Flight has been delayed due to mechanical, now requires 2 connections and still arrives 7+ hours late. Please help @America…",flight delays and cancellations
@AmericanAir GA Esperanza AA2301 C31 in DFW has the absolute worst customer service attitude I’ve encountered in th… https://t.co/QKiTdGtZa5,@AmericanAir GA Esperanza AA2301 C31 in DFW has the absolute worst customer service attitude I’ve encountered in th… https://t.co/QKiTdGtZa5,customer service complaints
@AmericanAir Okay so you delayed til 8am this morning. We got on the plane and there are no pilots and the plane is… https://t.co/repZkcY559,@AmericanAir Okay so you delayed til 8am this morning. We got on the plane and there are no pilots and the plane is… https://t.co/repZkcY559,flight delays and cancellations
@Ryanair your site doesn’t work! I can’t book my flight!!,@Ryanair your site doesn’t work! I can’t book my flight!!,booking problems
What a beautiful healthy breakfast packed full of nutrition during an 11+ hour flight with @KLM https://t.co/zmHlllopJU,What a beautiful healthy breakfast packed full of nutrition during an 11+ hour flight with @KLM https://t.co/zmHlllopJU,in-flight experience
@kenju254 @asemota @British_Airways @KLM Victor you still get money to waste on BA business class. I fly them as an… https://t.co/B6dSIvhl8x,@kenju254 @asemota @British_Airways @KLM Victor you still get money to waste on BA business class. I fly them as an… https://t.co/B6dSIvhl8x,refund complaints
Boarding at gate 324 in Faro for flight to Luton and the line is spit for 2 airports removing priority boarding for… https://t.co/ryNJnTqnoN,Boarding at gate 324 in Faro for flight to Luton and the line is spit for 2 airports removing priority boarding for… https://t.co/ryNJnTqnoN,seating and boarding challenges
BREAKING: KLM to commence Amsterdam Bangalore flights https://t.co/etaLLFDN9Q,BREAKING: KLM to commence Amsterdam Bangalore flights https://t.co/etaLLFDN9Q,in-flight experience
RT @tagarelaa1: A minha primeira publicação será para reclamar da passagem aérea. Como que o proletariado consegue viajar com o dólar alto…,RT @tagarelaa1: My first post will be to complain about the plane ticket. How can the proletariat travel with a high dollar…,customer service complaints
Wonderful flight with @British_Airways from Tokyo to @HeathrowAirport. Great views from the city and Mount Fuji. Pe… https://t.co/JYcKFSp1NX,Wonderful flight with @British_Airways from Tokyo to @HeathrowAirport. Great views from the city and Mount Fuji. Pe… https://t.co/JYcKFSp1NX,in-flight experience
"@dubiousdoris Hi Kim, you can claim for essential items if you're still at your destination. We'll refund £25 per p… https://t.co/sGK5Zpv14C","@dubiousdoris Hi Kim, you can claim for essential items if you're still at your destination. We'll refund £25 per p… https://t.co/sGK5Zpv14C",refund complaints
"My wife booked an airplane ticket with @AmericanAir but due to our son's brain surgery, she won't be able to make i… https://t.co/fr5QEjqwJq","My wife booked an airplane ticket with @AmericanAir but due to our son's brain surgery, she won't be able to make i… https://t.co/fr5QEjqwJq",booking problems
Ryanair zapłaci pasażerce 290 tys. PLN odszkodowania. Bo bagaż spadł jej na głowę https://t.co/YMaN4ee1WU,"Ryanair will pay the passenger PLN 290,000. PLN compensation. Because the luggage fell on her head https://t.co/YMaN4ee1WU",lost luggage
Прямые рейсы из Литвы в Болонью всего за 20€ в одну сторону или за 43€ туда-обратно (август) https://t.co/liN9ZWTuq4 #Ryanair,Direct flights from Lithuania to Bologna for just €20 one way or €43 return (August) https://t.co/liN9ZWTuq4 #Ryanair,in-flight experience
RT @EtihadAirways: A new adventure is taking flight. Where will yours be? #Etihad787 https://t.co/gTR0xqbJdl,RT @EtihadAirways: A new adventure is taking flight. Where will yours be? #Etihad787 https://t.co/gTR0xqbJdl,in-flight experience
Helen on @AmericanAir flight 431 provided excellent customer service recovery and even tied a little passenger’s sh… https://t.co/FqMYnInlMX,Helen on @AmericanAir flight 431 provided excellent customer service recovery and even tied a little passenger’s sh… https://t.co/FqMYnInlMX,customer service complaints
"RT @FlyGRFord: Welcome veterans! Another @MMHonorFlight is underway from GRR headed to @Reagan_Airport on @AmericanAir. Thank you, veterans…","RT @FlyGRFord: Welcome veterans! Another @MMHonorFlight is underway from GRR headed to @Reagan_Airport on @AmericanAir. Thank you, veterans…",in-flight experience
"Ryanair Boeing 737NG 8AS/W (EI-DAH, #4CA1B9) as flight #RYR33LL at 37000 ft heading south east bound OTT north west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-DAH, #4CA1B9) as flight #RYR33LL at 37000 ft heading south east bound OTT north west of #RyanHQ",in-flight experience
"Ryanair Boeing 737NG 8AS/W (EI-FOO, #4CA5F4) as flight #RYR8KU at 32900 ft heading south east bound OTT south west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-FOO, #4CA5F4) as flight #RYR8KU at 32900 ft heading south east bound OTT south west of #RyanHQ",in-flight experience
